Artikelnummer;Produktnamn;Pris exkl. moms;KategoriID;Dölj produkt
PG42208S;"";8,0000;;
PG42208S.grav8;"";14,4000;;
PG42208B;"";8,0000;;
PG42208B.grav8;"";14,4000;;
PG4291.strk1;"Pokal Edmonton 505mm";1560,0000;"192;251";0
PG4291;"";1560,0000;;
PG4291.attr1;"";1640,0000;;
PG46327;"Pokal Grenada 3 - storlekar";88,0000;"250";0
PG46327;"";88,0000;;
PG46327;"";120,0000;;
PG46326;"";112,0000;;
PG46326;"";144,0000;;
PG46325;"";144,0000;;
PG46325;"";176,0000;;
PG950G.strk1;"Medalj PG950 70mm";67,2000;"244";0
PG950G;"";67,2000;;
PG950G.attr1;"";75,2000;;
PG950G.attr2;"";75,2000;;
PG950G.attr3;"";96,0000;;
PG950G.attr4;"";83,2000;;
PG950G.attr5;"";104,0000;;
PG950G.attr6;"";116,8000;;
PG950S;"";67,2000;;
PG950S.attr1;"";75,2000;;
PG950S.attr2;"";75,2000;;
PG950S.attr3;"";96,0000;;
PG950S.attr4;"";83,2000;;
PG950S.attr5;"";104,0000;;
PG950S.attr6;"";116,8000;;
PG950B;"";67,2000;;
PG950B.attr1;"";75,2000;;
PG950B.attr2;"";75,2000;;
PG950B.attr3;"";96,0000;;
PG950B.attr4;"";83,2000;;
PG950B.attr5;"";104,0000;;
PG950B.attr6;"";116,8000;;
PGFDIP;"Diplom Fotboll";144,0000;"186";0
PGG125;"Wilson glasdroppar gravyr ingår";228,0000;"130";0
PGG128.grav;"";228,0000;;
PGG127.grav;"";264,0000;;
PGG126.grav;"";280,0000;;
PGG125.grav;"";332,0000;;
PGHASTHOPPREA;"35st Medaljer Hästhopp 40mm REA";176,0000;"190;289";0
PGhäst1.strk1;"Fortune";112,0000;"190";1
PGhäst1;"";112,0000;;
PGhäst1.attr1;"";152,0000;;
PGhäst2;"";96,0000;;
PGhäst2.attr1;"";136,0000;;
PGhäst3;"";88,0000;;
PGhäst3.attr1;"";128,0000;;
PGINBDIP;"Diplom Innebandy";144,0000;"191";0
PGISDIP;"Diplom Ishockey";144,0000;"192";0
PGJ806.strk1;"Påse medaljer 205st Löpning 32mm i silver, brons";400,0000;"187;289";1
PGJ806G;"";400,0000;;
PGJ806S;"";400,0000;;
PGJ806B;"";400,0000;;
PGJ807.strk1;"Medalj Innebandy 32mm i guld, silver, brons.";8,0000;"191;289";1
PGJ807G;"";8,0000;;
PGJ807S;"";8,0000;;
PGJ807B;"";8,0000;;
PGJ811B;"17st Medaljer Längdskidor brons 32mm REA";40,0000;"206;211;289";1
langdbrons.attr1;"";40,0000;;
PGJ814.strk1;"Medalj Hockey 32mm i  silver ";8,0000;"192;289";0
PGJ814G;"";8,0000;;
PGJ814S;"";8,0000;;
PGJ827B;"Påse med 10st Pingismedaljer i brons 40mm";89,6000;"194;289";1
PGLsr115.strk1;"Smash Damfigur 210mm.";160,0000;"194";1
PGLSR115;"";160,0000;;
PGLSR115.attr1;"";200,0000;;
PGPINGIS32MM;"Påse med 57st Bordtennismedaljer";176,0000;"186;289";1
PGracious.strk1;"Guldäpplet";636,0000;"127";0
PGracious.attr1;"";636,0000;;
PGracious;"";716,0000;;
PGREA32BRONS;"Påse med 98st Medaljer Fotboll 32mm REA";312,0000;"186;289";1
PGREA32SILVER;" Påse med 80st Medaljer Fotboll 32mm REA";224,0000;"186;289";1
PGREAGOLF50;"Påse med 11st Golfmedaljer 50mm REA";89,6000;"227;289";1
PGREAGULD32;"Påse med 40st Medaljer Fotboll 32mm REA";133,6000;"186;289";1
PH broderade klubbmärken.strk1;"Klubbmärken - broderade";21,6000;"155";0
PM broderade klubbmärken;"";21,6000;;
PM broderade klubbmärken.attr1;"";15,2000;;
PM broderade klubbmärken.attr2;"";11,2000;;
PH broderade klubbmärken.attr3;"";9,6000;;
PH broderade klubbmärken.attr4;"";8,0000;;
PH broderade klubbmärken.attr5;"";26,4000;;
PH broderade klubbmärken.attr6;"";17,6000;;
PH broderade klubbmärken.attr7;"";13,6000;;
PH broderade klubbmärken.attr8;"";11,2000;;
PH broderade klubbmärken.attr9;"";9,6000;;
PH broderade klubbmärken.attr10;"";30,4000;;
PH broderade klubbmärken.attr11;"";20,0000;;
PH broderade klubbmärken.attr12;"";16,0000;;
PH broderade klubbmärken.attr13;"";13,6000;;
PH broderade klubbmärken.attr14;"";11,2000;;
PH broderade klubbmärken.attr15;"";42,4000;;
PH broderade klubbmärken.attr16;"";24,8000;;
PH broderade klubbmärken.attr17;"";18,4000;;
PH broderade klubbmärken.attr18;"";15,2000;;
PH broderade klubbmärken.attr19;"";13,6000;;
PHBrodMärk100;"";45,6000;;
PHBrodMärk100.attr1;"";28,0000;;
PHBrodMärk100.attr2;"";20,8000;;
PH broderade klubbmärken.attr20;"";16,8000;;
PH broderade klubbmärken.attr21;"";15,2000;;
PH broderade klubbmärken.attr22;"";64,8000;;
PH broderade klubbmärken.attr23;"";35,2000;;
PH broderade klubbmärken.attr24;"";28,0000;;
PH broderade klubbmärken.attr25;"";20,8000;;
PH broderade klubbmärken.attr26;"";19,2000;;
PH broderade klubbmärken.attr27;"";72,8000;;
PH broderade klubbmärken.attr28;"";48,8000;;
PH broderade klubbmärken.attr29;"";36,8000;;
PH broderade klubbmärken.attr30;"";28,8000;;
PH broderade klubbmärken.attr31;"";25,6000;;
PH broderade klubbmärken.attr32;"";80,8000;;
PH broderade klubbmärken.attr33;"";57,6000;;
PH broderade klubbmärken.attr34;"";42,4000;;
PH broderade klubbmärken.attr35;"";33,6000;;
PH broderade klubbmärken.attr36;"";29,6000;;
PH2040.strk1;"PH2040";4680,0000;"125;127";0
PH2040;"";4680,0000;;
PH2040.attr1;"";4920,0000;;
PH2041;"";3160,0000;;
PH2041.attr1;"";3400,0000;;
PH2043;"";2600,0000;;
PH2043.attr1;"";2840,0000;;
PH2044;"";880,0000;;
PH2044.attr1;"";1120,0000;;
PH38101.strk1;"Pokal Zenna";276,0000;"186;198;220;224;250;276";1
PH38101;"";276,0000;;
PH38101.attr1;"";316,0000;;
PH38102;"";240,0000;;
PH38102.attr1;"";280,0000;;
PH38103;"";224,0000;;
PH38103.attr1;"";264,0000;;
PH803.attr1;"Winner XL";208,0000;"127";0
PH803.attr1;"";208,0000;;
PHA001;"Ölsejdel i tenn 48cl höjd 135mm";920,0000;"125";0
PHA001.grav;"";920,0000;;
PHA001.grav200;"";1080,0000;;
PHA0271;"Rak och robust ölsejdel i tenn höjd 120mm";904,0000;"125";0
PHA0271.grav;"";904,0000;;
PHA0271.grav200;"";1064,0000;;
PHACV1.strk1;"PHACV1";32,0000;"154";0
PHACV1/B;"";32,0000;;
PHACV1;"";32,0000;;
PHB7777;"Polerad Aluminium Plakett 237x173x20mm";4544,0000;"122;127;228";0
PHCalgary485;"Pokal Calgary 485mm Gravyr ingår";3704,0000;"192;251";0
PHD2.strk1;"Standar i dubbelsiden, metallstång,rak underkant";128,0000;"154";0
PHD2;"";128,0000;;
PHD2.attr1;"";141,6000;;
PHD2.attr2;"";151,2000;;
PHD2.attr3;"";109,6000;;
PHD2.attr4;"";119,2000;;
PHD2.attr5;"";132,8000;;
PHD2.attr6;"";91,2000;;
PHD2.attr7;"";96,0000;;
PHD2.attr8;"";114,4000;;
PHE51-1;"Pokal Odd - 4 storlekar Gravyr ingår";796,0000;"251";0
PHE51-1;"";796,0000;;
PHE51-2;"";620,0000;;
PHE51-3;"";476,0000;;
PHE51-4;"";364,0000;;
PHHMB131.strk1;"Korta band Moirekvalitet";14,4000;"247;274";0
PHHMB131BLGU;"";14,4000;;
PHHMB131BL;"";14,4000;;
PHHMB131BLVI;"";14,4000;;
PHHMB131BLVIRÖ;"";14,4000;;
PHHMB131RÖBL;"";14,4000;;
PHHMB131RÖ;"";14,4000;;
PHHMB131VI;"";14,4000;;
PHHMB131SV;"";14,4000;;
PHHMB131SVGU;"";14,4000;;
PHHMB131SVVI;"";14,4000;;
PHHMB131SVRÖ;"";14,4000;;
PHHMB131RVBVR;"";14,4000;;
PHHMB131RÖVI;"";14,4000;;
PHHMB131GR;"";14,4000;;
PHHMB131GRVI;"";14,4000;;
PHHMB131GRGU;"";14,4000;;
PHHMB131SVGR;"";14,4000;;
PHHMB131GU;"";14,4000;;
PHHMB131GURÖ;"";14,4000;;
PHHMB134BlSv.strk1;"Medaljband Blå/Svart";4,8000;"247;274";0
PHHMB134BlSv;"";4,8000;;
PHHMB134BlSv.R;"";4,0000;;
PHHMS632R.strk1;"Märkessköld";55,2000;"156";0
PHHMS632R;"";55,2000;;
PHHMS632B;"";55,2000;;
PHHMS634R;"";47,2000;;
PHHMS634B;"";47,2000;;
PHHSS55.strk1;"Standarstång, Flaggstång";110,4000;"154";0
PHHSS55;"";110,4000;;
PHHSS55.attr1;"";180,0000;;
PHHTP1500FG.strk1;"PHHTP1500 Foliegravyr";64,0000;"122";0
PHHTP1500FG;"";64,0000;;
PHHTP1500FS;"";64,0000;;
PHHTP1500FB;"";64,0000;;
PHHTP1500FG.attr1;"";56,0000;;
PHHTP1500FS.attr1;"";56,0000;;
PHHTP1500FB.attr1;"";56,0000;;
PHHTP1500SG.strk1;"PHHTP1500-Screen";48,0000;"122;186";0
PHHTP1500SG;"";48,0000;;
PHHTP1500SS;"";48,0000;;
PHHTP1500SB;"";48,0000;;
PHHTP1500SG.attr1;"";38,4000;;
PHHTP1500SS.attr1;"";38,4000;;
PHHTP1500SB.attr1;"";38,4000;;
PHHTP1500SG.attr2;"";33,6000;;
PHHTP1500SS.attr2;"";33,6000;;
PHHTP1500SB.attr2;"";33,6000;;
PHKLUBB/G.strk1;"Medalj PH Klubb";31,2000;"244";0
PHKLUBB/G;"";31,2000;;
PHKLUBB/G.attr1;"";39,2000;;
PHKLUBB/G.attr2;"";39,2000;;
PHKLUBB/G.attr3;"";47,2000;;
PHKLUBB/S;"";31,2000;;
PHKLUBB/S.attr1;"";39,2000;;
PHKLUBB/S.attr2;"";39,2000;;
PHKLUBB/S.attr3;"";47,2000;;
PHKLUBB/B;"";31,2000;;
PBKLUBB/B.attr1;"";36,0000;;
PHKLUBB/B.attr2;"";36,0000;;
PHKLUBB/B.attr3;"";44,0000;;
PHM200442G.strk1;"Medalj PHM2004-42";40,0000;"244";0
PHM200442G;"";40,0000;;
PHM200442G.attr1;"";52,0000;;
PHM200442G.attr2;"";58,4000;;
PHM200442G.attr3;"";68,8000;;
PHM200442G.attr4;"";58,4000;;
PHM200442G.attr5;"";74,4000;;
PHM200442S;"";40,0000;;
PHM200442S.attr1;"";52,0000;;
PHM200442S.attr2;"";58,4000;;
PHM200442S.attr3;"";68,8000;;
PHM200442S.attr4;"";58,4000;;
PHM200442S.attr5;"";72,8000;;
PHM200442B;"";40,0000;;
PHM200442B.attr1;"";52,0000;;
PHM200442B.attr2;"";58,4000;;
PHM200442B.attr3;"";68,8000;;
PHM200442B.attr4;"";58,4000;;
PHM200442B.attr5;"";72,8000;;
PHM200450G.strk1;"Medalj PHM2004-50";65,6000;"244";0
PHM200450G;"";65,6000;;
PHM200450G.attr1;"";77,6000;;
PHM200450G.attr2;"";78,4000;;
PHM200450G.attr3;"";86,4000;;
PHM200450G.attr4;"";78,4000;;
PHM200450G.attr5;"";90,4000;;
PHM200450S;"";65,6000;;
PHM200450S.attr1;"";77,6000;;
PHM200450S.attr2;"";78,4000;;
PHM200450S.attr3;"";86,4000;;
PHM200450S.attr4;"";78,4000;;
PHM200450S.attr5;"";90,4000;;
PHM200450B;"";65,6000;;
PHM200450B.attr1;"";77,6000;;
PHM200450B.attr2;"";78,4000;;
PHM200450B.attr3;"";86,4000;;
PHM200450B.attr4;"";78,4000;;
PHM200450B.attr5;"";90,4000;;
PHM200470G.strk1;"Medalj PHM2004-70";124,0000;"244";0
PHM200470G;"";124,0000;;
PHM200470G.attr1;"";136,0000;;
PHM200470G.attr2;"";144,0000;;
PHM200470G.attr3;"";164,0000;;
PHM200470G.attr4;"";148,0000;;
PHM200470G.attr5;"";168,0000;;
PHM200470S;"";124,0000;;
PHM200470S.attr1;"";136,0000;;
PHM200470S.attr2;"";144,0000;;
PHM200470S.attr3;"";164,0000;;
PHM200470S.attr4;"";148,0000;;
PHM200470S.attr5;"";168,0000;;
PHM200470B;"";124,0000;;
PHM200470B.attr1;"";136,0000;;
PHM200470B.attr2;"";144,0000;;
PHM200470B.attr3;"";164,0000;;
PHM200470B.attr4;"";148,0000;;
PHM200470B.attr5;"";168,0000;;
PHM2033G.strk1;"Medalj PHM2033";31,2000;"244";0
PHM2033G;"";31,2000;;
PHM2033G.attr1;"";39,2000;;
PHM2033G.attr2;"";52,0000;;
PHM2033G.attr3;"";39,2000;;
PHM2033G.attr4;"";47,2000;;
PHM2033G.attr5;"";60,0000;;
PHM2033G.attr6;"";72,8000;;
PHM2033S;"";31,2000;;
PHM2033S.attr1;"";39,2000;;
PHM2033S.attr2;"";52,0000;;
PHM2033S.attr3;"";39,2000;;
PHM2033S.attr4;"";47,2000;;
PHM2033S.attr5;"";60,0000;;
PHM2033S.attr6;"";72,8000;;
PHM2033B;"";31,2000;;
PHM2033B.attr1;"";39,2000;;
PHM2033B.attr2;"";52,0000;;
PHM2033B.attr3;"";39,2000;;
PHM2033B.attr4;"";47,2000;;
PHM2033B.attr5;"";60,0000;;
PHM2033B.attr6;"";72,8000;;
PHM400170G.strk1;"Medalj exklusiv antikfinish";56,0000;"227;245";0
PHM400150G;"";56,0000;;
PHM400150G.attr1;"";68,0000;;
PHM400170G;"";112,0000;;
PHM400170G.attr1;"";132,0000;;
PHM400150S;"";56,0000;;
PHM400150S.attr1;"";68,0000;;
PHM400170S;"";124,8000;;
PHM400170S.attr1;"";144,8000;;
PHM400150B;"";56,0000;;
PHM400150B.attr1;"";68,0000;;
PHM400170B;"";124,8000;;
PHM400170B.attr1;"";144,8000;;
PHM400370G.strk1;"Medalj exklusiv antikfinish";56,0000;"227;245";0
PHM400350G;"";56,0000;;
PHM400350G.attr1;"";68,0000;;
PHM400370G;"";112,0000;;
PHM400370G.attr1;"";132,0000;;
PHM400350S;"";56,0000;;
PHM400350S.attr1;"";68,0000;;
PHM400370S;"";124,8000;;
PHM400370S.attr1;"";144,8000;;
PHM400350B;"";56,0000;;
PHM400350B.attr1;"";68,0000;;
PHM400370B;"";124,8000;;
PHM400370B.attr1;"";144,8000;;
PHM5200G;"Mässingsplakett med plats för gravyr och motiv, gravyr ingår";116,0000;"122";0
PHM5200G;"";116,0000;;
PHM5200S;"";116,0000;;
PHM5200B;"";116,0000;;
PHM4100G;"";72,0000;;
PHM4100S;"";72,0000;;
PHM4100B;"";72,0000;;
PHMINIBLÅGUL;"Kort band mini";27,2000;"274";0
PHP29101G.attr1;"Winner";140,0000;"127";0
PHP29101G.grav50;"";140,0000;;
PHPP590.strk1;"Nina";39,2000;"184";0
PHPP590;"";39,2000;;
PHPP590.attr1;"";63,2000;;
PHPP591S.strk1;"Larry";39,2000;"184";1
PHPP591S;"";39,2000;;
PHPP591S.attr1;"";63,2000;;
PHPPCheerleader.strk1;"Bea";56,0000;"224";0
PHPPCheerleader;"";56,0000;;
PHPPCheerleader.attr1;"";88,0000;;
PHS3.strk1;"Standar, dubbelsiden tretungad, metallstång";156,0000;"154";0
PHS3-1;"";156,0000;;
PHS3-3;"";192,0000;;
PHS3-1.attr1;"";124,0000;;
PHS3-3.attr1;"";144,0000;;
PHS3-1.attr2;"";112,0000;;
PHS3-3.attr2;"";124,0000;;
PHSharky1.strk1;"Sharky";88,0000;"200";0
PHSharky1;"";88,0000;;
PHSharky1.attr1;"";128,0000;;
PHT25;"Egen logga i färg 25mm - minsta antal 100st.";8,8000;"258";0
PHT25.tak299.grav;"";8,8000;;
PHT25.takmax.grav;"";4,8000;;
PHTP1500-gravyr.strk1;"Träplakett ";21,6000;"122";1
PHtp1500-gravyrG;"";28,0000;;
PHtp1500-gravyrS;"";28,0000;;
PHtp1500-gravyrB;"";28,0000;;
PHÄ951;"Tennfat Härryda Tenn 240mm";1183,2000;"125;127";0
PHÄ951;"";1183,2000;;
PKT0011;"PH Tennljusstake";796,0000;"125";1
PKT0016.strk1;"Ronneby";2720,0000;"125";0
PKT0016;"";2720,0000;;
PKT0023;"";2280,0000;;
PKT0010;"";1800,0000;;
PKT0008;"";1320,0000;;
PKT0007;"";920,0000;;
PKT0033.attr1;"PKT Dopljusstake i tenn";1080,0000;"125;163";1
PKT0034;"";1080,0000;;
PKT0033;"";1200,0000;;
PL9999;"Glaspuck";256,0000;"192";0
PM Pins.strk1;"Klubbmärken - pins";2800,0000;"156";0
PM Pins;"";2800,0000;;
PM Pins.attr1;"";4000,0000;;
PM Pins.attr2;"";4800,0000;;
PM Pins.attr3;"";5440,0000;;
PM Pins.attr4;"";6000,0000;;
PM Pins.attr5;"";10400,0000;;
PM10103M.strk1;"Finns i 5 storlekar, pris från 150kr.";264,0000;"240";0
PM10145M;"";264,0000;;
PM10123M;"";200,0000;;
PM10103M;"";152,0000;;
PM10102M;"";128,0000;;
PM10101M;"";120,0000;;
PM10257M;"180x195x100 mm";600,0000;"240";0
PM10267M.strk1;"Finns i 4 storlekar, pris från 130kr.";104,0000;"240";0
PM10264M;"";104,0000;;
PM10265M;"";120,0000;;
PM10266M;"";144,0000;;
PM10267M;"";160,0000;;
PM10356M;"";440,0000;;
PM10364M.strk1;"Finns i 3 storlekar pris från 150kr.";184,0000;"240";0
PM10364M;"";184,0000;;
PM10363M;"";152,0000;;
PM10362M;"";120,0000;;
PM10704M.strk1;"Finns i 4 storlekar, pris från 140kr.";200,0000;"240";0
PM10704M;"";200,0000;;
PM10703M;"";160,0000;;
PM10702M;"";128,0000;;
PM10701M;"";112,0000;;
PM10735M.strk1;"Finns i 2 storlekar, pris från 190kr.";224,0000;"240";0
PM10735M;"";224,0000;;
PM10733M;"";152,0000;;
PM10794M.strk1;"Finns i 3 storlekar, pris från 180kr.";200,0000;"240";0
PM10794M;"";200,0000;;
PM10793M;"";160,0000;;
PM10792M;"";144,0000;;
PM10815M.strk1;"Finns i 4 storlekar, pris från 140kr.";160,0000;"240";0
PM10815M;"";160,0000;;
PM10814M;"";144,0000;;
PM10813M;"";124,0000;;
PM10812M;"";112,0000;;
PM1185/0.strk1;"Pokal Primo, Gravyr ingår";5036,0000;"196;198;220;252;283";0
PM1185/0;"";5036,0000;;
PM1185/3;"";3008,0000;;
PM1191;"Pokal Prestige.  Gravyr ingår";6808,0000;"251;252";0
PM1311/0SC.strk1;"Pokal Coppa Sportiva. Gravyr ingår";2424,0000;"198;227;251;252;283";0
PM1311/0SC;"";2424,0000;;
PM1311/2SC;"";1772,0000;;
PM1513/0;"Pokal Valentino Gravyr ingår";2420,0000;"196;220;224;227;252";0
PM1513/2;"";2420,0000;;
PM1513/4;"";1828,0000;;
PM1A103M.strk1;"Finns i 3 storlekar, pris från 210kr.";252,0000;"240";0
PM1A103M;"";252,0000;;
PM1A102M;"";204,0000;;
PM1A101M;"";168,0000;;
PM1A134M.strk1;"Finns i 4 storlekar, pris från 240kr.";440,0000;"240";0
PM1A134M;"";440,0000;;
PM1A133M;"";336,0000;;
PM1A132M;"";248,0000;;
PM1A131M;"";192,0000;;
PM20765;"160x160x19 mm";160,0000;"240";0
PM30104;"170x170x89 mm";552,0000;"240";0
PM30413M.strk1;"Finns i 3 storlekar, pris från 180kr.";248,0000;"240";0
PM30413M;"";248,0000;;
PM30412M;"";192,0000;;
PM30411M;"";144,0000;;
PM30737M.strk1;"Finns i 8 storlekar, pris från 190kr.";1352,0000;"240";0
PM30744;"";1352,0000;;
PM30743;"";992,0000;;
PM30742;"";672,0000;;
PM30741;"";552,0000;;
PM30740;"";472,0000;;
PM30737;"";312,0000;;
PM30735M;"";232,0000;;
PM30733M;"";152,0000;;
PM50492.strk1;"Blank träplakett valnötsfärgat trä + stöd";500,0000;"122";0
PM50492.attr11;"";500,0000;;
PM50492.attr12;"";500,0000;;
PM50453;"";340,0000;;
PM50453.attr1;"";524,0000;;
PM50453.attr2;"";524,0000;;
PM50492;"";280,0000;;
PM50492.attr1;"";500,0000;;
PM50492.attr2;"";500,0000;;
PM50426;"";1480,0000;;
PM50864.strk1;"Matt träplakett + stöd";396,0000;"122";0
PM50864;"";396,0000;;
PM50864.attr1;"";1036,0000;;
PM50864.attr2;"";1036,0000;;
PM50864.attr3;"";876,0000;;
PM50864.attr4;"";876,0000;;
PM60217S;"Golfare Swing Herr 255mm";1196,0000;"227";0
PM60317S.strk1;"Antik golfare herr 160mm";880,0000;"227";1
PM60317S;"";880,0000;;
PM60317B;"";880,0000;;
PM60317S.attr1;"";960,0000;;
PM60317B.attr1;"";960,0000;;
PM60336S.strk1;"Antik golfare dam 160mm";880,0000;"227";1
PM60336S;"";880,0000;;
PM60336B;"";880,0000;;
PM60336S.attr1;"";960,0000;;
PM60336B.attr1;"";960,0000;;
PM62052G.strk1;"Ralph";1840,0000;"227";0
PM62052S;"";1840,0000;;
PM62052S.attr1;"";1920,0000;;
PM62053S;"";1560,0000;;
PM62053S.attr1;"";1640,0000;;
PM62054S;"";1200,0000;;
PM62054S.attr1;"";1280,0000;;
PM62055G;"";840,0000;;
PM62055G.attr1;"";920,0000;;
PM62055S;"";840,0000;;
PM62055S.attr1;"";920,0000;;
PM90032R;"Presentbox svart/vit - 3 storlekar";79,2000;"122";0
PM90032R.strk3;"";79,2000;;
PM90033R.strk2;"";92,0000;;
PM90035R.strk1;"";133,6000;;
PMLAGERG.strk1;"Lagerkrans";2396,0000;"127;163";0
PMLAGERGP;"";2396,0000;;
PMLAGERSP;"";2396,0000;;
PMLAGERKP;"";2396,0000;;
PMLAGERG;"";2156,0000;;
PMLAGERS;"";2156,0000;;
PMLAGERK;"";2156,0000;;
PMLiza1S;"Golfare Swing Dam 255mm";1196,0000;"227";0
PMOT21-KING;"Plakett spade KING";22124,0000;"";0
PMotocrossstaty.attr1;"Motocrossstatyett";320,0000;"198";1
PMotocrossstaty.grav50;"";320,0000;;
PMSILVERCUP;"Silverpokal 925 Sterling silver Manzin Gravyr ingår";3984,0000;"125";0
PN193100.attr1;"Glas Nybro Jordglob ";520,0000;"130";0
PN193100.grav;"";520,0000;;
PN607500.strk1;"Damgolfare Swing Nybro glas 170mm";520,0000;"227";1
PN607500;"";520,0000;;
PN607800.strk1;"Damgolfare Nybro glas 190mm";640,0000;"227";0
PN607800;"";640,0000;;
PNVincentVinröd;"Vincent vandringspris gravyr ingår";1120,0000;"227";0
PNVincentVinröd.attr1;"";1120,0000;;
PO6569212.strk1;"Precious bowl Orrefors 160x95mm";1480,0000;"127;130;163";0
PO6569212.attr1;"";1480,0000;;
PO6569221.strk1;"Precious Vas Orrefors höjd 190mm, diameter 130mm.";1716,0000;"127;130;163";0
PO6569221;"";1716,0000;;
PO6569223.strk1;"Precious Vas Orrefors höjd 235mm, diameter 174mm.";2360,0000;"127;130;163";0
PO6569223;"";2360,0000;;
PO6590012.strk1;"Clear Black Base Award";2076,0000;"122;127;130;228";0
PO6590012;"";2076,0000;;
PO6590011;"";1436,0000;;
PO6590112.strk1;"Carat Skål Orrefors 216mm";3120,0000;"127;130;163";0
PO6590112;"";3120,0000;;
PO6590112.attr2;"";3920,0000;;
POKALCOPPASILVER.strk1;"Pokal Coppa Silver, Gravyr ingår";1596,0000;"252";0
POKALCOPPASILVER1;"";1596,0000;;
POKALCOPPASILVER2;"";1420,0000;;
POKALCOPPASILVER3;"";1240,0000;;
POKALCOPPASILVER4;"";1140,0000;;
POKALCOPPASILVER5;"";972,0000;;
PokalLars;"3st Pokal Lars inklusive gravyr.";440,0000;"250";1
Pokallars;"";440,0000;;
pokallena.attr1;"Pokal Lena 260mm gravyr ingår";268,0000;"250";1
pokallena;"";268,0000;;
pokallennart.attr1;"Pokal Lennart 240mm gravyr ingår";176,0000;"250";1
pokallennart;"";176,0000;;
PokalLisa;"3st Pokal Lisa inklusive gravyr.";440,0000;"250";0
Pokallisa;"";440,0000;;
pokallove.attr1;"Pokal Love 230mm gravyr ingår";160,0000;"250";1
pokallove;"";160,0000;;
pokalluke.attr1;"Pokal Luke 195mm gravyr ingår";133,6000;"250";1
pokalluke;"";133,6000;;
PPCobrabasket.strk1;"Basket Cobra";184,0000;"184";0
PPCobrabasket;"";184,0000;;
PPCobrabasket.attr1;"";224,0000;;
PPCobrafootball2.attr1;"Football Cobra II";184,0000;"186";0
PPCobrafotboll2;"";184,0000;;
PPCobrafotboll2.grav50;"";224,0000;;
PPCobrafotb.strk1;"Football Cobra ";184,0000;"186";0
PPCobrafotb;"";184,0000;;
PPCobrafotb.attr1;"";224,0000;;
PPCobragolf.strk1;"Golf Cobra";184,0000;"227";0
PPCobragolf;"";184,0000;;
PPCobragolf.attr1;"";224,0000;;
PPCobrahockey.attr1;"Hockey Cobra";184,0000;"192";0
PPCobrahockey;"";184,0000;;
PPCobrahockey.grav50;"";224,0000;;
PPCobrainneb;"Innebandy Cobra";184,0000;"191";0
PPCobrainneb;"";184,0000;;
PPCobrainneb;"";224,0000;;
PPCobratennis.strk1;"Padel-Tennis Cobra";184,0000;"194;283";0
PPCobratennis;"";184,0000;;
PPCobratennis.attr1;"";224,0000;;
PPDanny1.strk1;"Pokal Danny";660,0000;"251";1
PPDanny2.attr1;"";660,0000;;
PPDomaremedalj.strk1;"Domare medalj i ask";168,0000;"186;245";0
PPDomaremedalj;"";168,0000;;
PPDomaremedalj.attr1;"";208,0000;;
PPELD1010;"Rock'n Roll Elvis Karaoke Mikrofon";2280,0000;"127;211";0
PELD1010;"";2280,0000;;
PPGolfawardG.strk1;"PT187317A";150,4000;"227";0
PPGolfawardS;"";150,4000;;
PPGolfawardS.attr1;"";190,4000;;
PPGolfliten;"Golfpaket Liten ";728,0000;"227";0
PPGolflyx;"Golfpaket Lyx Gravyr ingår";9948,0000;"227";1
PPGolfmellan;"Golfpaket Mellan";1360,0000;"227";0
PPGolfstor;"Golfpaket Stor";2760,0000;"227";1
PPHolly.strk1;"Holly";160,0000;"197";0
PPHolly3;"";160,0000;;
PPHolly3.attr1;"";200,0000;;
PPHolly2;"";256,0000;;
PPHolly2.attr1;"";296,0000;;
PPHolly1;"";440,0000;;
PPHolly1.attr1;"";520,0000;;
PPICCOLO.strk1;"Piccolotrumpet  OneOff";2236,0000;"278";0
PPICCOLO;"";2236,0000;;
PPLinda1.strk1;"Guld Pokal Linda";400,0000;"251";1
PPLinda4.strk1;"";400,0000;;
PPLindaFisk.strk1;"Fiske pokal Large - ett härligt vandringspris";616,0000;"200;251";1
PPLindaFisk3;"";616,0000;;
PPLindaFisk3.attr1;"";696,0000;;
PPLongestdrive.strk1;"Medalj Longest Drive";168,0000;"227;245";0
PPLongestdrive;"";168,0000;;
PPLongestdrive.attr1;"";208,0000;;
PPNearestpin.strk1;"Medalj Nearest Pin";168,0000;"227;245";0
PPNearestpin;"";168,0000;;
PPNearestpin.attr1;"";208,0000;;
PPPAKETMINI;"Paket Mini 1a 2a 3a inlusive gravyr";124,0000;"250";0
PPpaketmini;"";124,0000;;
PPST596-11.strk1;"Pokal Rosa Cheer";141,6000;"224;250";0
PPST596-13;"";141,6000;;
PPST596-13.attr1;"";173,6000;;
PPST596-12;"";150,4000;;
PPST596-12.attr1;"";182,4000;;
PPST596-11;"";159,2000;;
PPST596-11.attr1;"";191,2000;;
PPST596-31.strk1;"Pokal Rosa Bodybuilding dam";164,0000;"250;276";0
PPST596-33;"";164,0000;;
PPST596-33.attr1;"";188,0000;;
PPST596-32;"";168,0000;;
PPST596-32.attr1;"";192,0000;;
PPST596-31;"";176,0000;;
PPST596-31.attr1;"";200,0000;;
PPST596-41.strk1;"Pokal Rosa Dans";159,2000;"211;250";0
PPST596-43;"";159,2000;;
PPST596-43.attr1;"";183,2000;;
